-1.795303589,-2.181181152,0.775019912,-0.005757157307,0.1100445256,-0.6009557333,0.7916497105,-0.2667647124,0.1384036141,0.03927425506,0.5148188809,-0.389301453,0.01745758822,-0.9173718257,-0.1511484864,-0.2232505526,0.7141933295,0.1524536413,-0.004808177543,-0.1026900452,0.2081742376,0.4200336941,-0.2456042753,1.016165052,-0.08292258549,0.1020906847,-0.2875297501,0.2344763221,0.9357460169,-0.1714238235
-1.795805908,-2.183368652,0.7745712985,-0.005280842002,0.1103361085,-0.6003687897,0.7920576824,-0.2658407424,0.1397871586,0.03871455623,0.5166760479,-0.3944930048,0.01573413493,-0.9245124926,-0.1525075721,-0.2196424369,0.7286074829,0.1503281729,-0.001036370615,-0.1062524827,0.2209590158,0.4181489176,-0.2443798981,1.014585491,-0.08276404499,0.1093906781,-0.2829437356,0.2288611316,0.9200306883,-0.1870856666
-1.796215454,-2.185639648,0.7740759492,-0.004965327727,0.1104155566,-0.5997401532,0.7925247624,-0.2643568957,0.1408100632,0.03763211463,0.5190213433,-0.3998045477,0.01433855763,-0.9325715326,-0.1544882743,-0.2157756692,0.7466091895,0.1497275643,0.003845035266,-0.110111079,0.2327251068,0.4156515708,-0.2465294552,1.013453096,-0.08425723316,0.1169972512,-0.2784164664,0.2251386865,0.9034154002,-0.1987323226
-1.796709106,-2.187962646,0.7735216678,-0.00467820692,0.1109214335,-0.5988486327,0.7931297908,-0.2639155982,0.1424161304,0.0363204557,0.5218826174,-0.4056249051,0.01218751669,-0.9420429431,-0.1564976151,-0.2121480484,0.7671298628,0.1494876794,0.0115783341,-0.1142539549,0.244398711,0.4130695141,-0.2474323305,1.013288883,-0.09162002119,0.1248092004,-0.2741796521,0.2195725122,0.8865591816,-0.2086646764
-1.797158447,-2.190295166,0.7729730847,-0.003776596313,0.1114777973,-0.5979498498,0.793734474,-0.2646352497,0.1425022352,0.03339351217,0.5247979804,-0.4106628934,0.01241949843,-0.9533441875,-0.1591416481,-0.2061292109,0.78909519,0.1484385114,0.01993247389,-0.118036677,0.2551392867,0.4108968602,-0.2494542767,1.012894641,-0.09085700186,0.1343139926,-0.2700691819,0.2127941535,0.8675819448,-0.2191706211
-1.797611938,-2.192768311,0.7723844138,-0.003276942528,0.111970879,-0.5969116087,0.7944484346,-0.2646373151,0.1432449323,0.0306282586,0.5280962168,-0.416733141,0.01136289234,-0.9639623704,-0.1615794756,-0.2005933102,0.8120057493,0.1469977115,0.02326814366,-0.1222329493,0.26544614,0.408140782,-0.2534673434,1.011853736,-0.09206580783,0.1420126688,-0.2661191933,0.2062633489,0.8512236792,-0.2279749938
-1.798010498,-2.19523999,0.7717529559,-0.002464130258,0.1127253161,-0.5959384966,0.7950749898,-0.2655716605,0.1434249184,0.02745986637,0.5315641322,-0.4229615598,0.01082879487,-0.974792481,-0.1632505691,-0.1938249752,0.8338428683,0.1445506076,0.02756328451,-0.126729851,0.2748355578,0.4051731895,-0.2510753321,1.012541469,-0.08617214451,0.1492788115,-0.2620066584,0.200386596,0.8354307357,-0.2338596202
-1.798390137,-2.197836914,0.7711147501,-0.001918144911,0.1133196301,-0.5949333426,0.7957444942,-0.2657888748,0.1440159733,0.02437124594,0.5353001692,-0.4301410497,0.009903136327,-0.9841772483,-0.1635905166,-0.1851438986,0.8551191202,0.1410297779,0.02989999593,-0.1306756586,0.2829178977,0.4023015856,-0.2506281728,1.013040319,-0.08606698787,0.1553894648,-0.2579677463,0.1923683143,0.8201344799,-0.2385218625
-1.798700439,-2.200468506,0.7704434043,-0.001381417268,0.1141681445,-0.5939648139,0.7963476165,-0.2663089188,0.1449989713,0.02129903314,0.5393686766,-0.4372637624,0.009069156042,-0.9922080071,-0.1626956698,-0.17608078,0.8729623629,0.1361621062,0.02833532439,-0.1349433247,0.2910225979,0.3988961969,-0.2524589711,1.013447613,-0.08944671023,0.1610768539,-0.2535464542,0.1867228253,0.8062707198,-0.2414828561
-1.798964478,-2.203370605,0.7697353197,-0.0013021338,0.1143013704,-0.593256006,0.7968568331,-0.264703353,0.1465030001,0.01935348509,0.5439297084,-0.4446289585,0.009048132977,-0.9974351206,-0.1614211084,-0.1673265915,0.8903168375,0.1286634672,0.0279429163,-0.1381757272,0.2978339291,0.3952232005,-0.2507682093,1.014551698,-0.08948391604,0.165241344,-0.2498132656,0.1817486389,0.7949819007,-0.2417060302
